icao,manufacturer,model,icaoClass,aircraftCategoryCode,aircraftType,engineCount,engineType
HPTR,IDEA,Hydropteron,Amphibian,3,4,1,1
HPZL,HISTORICAL AIRCRAFT,PZL P-11C,LandPlane,1,4,1,1
HR10,ROBIN,HR-100 President,LandPlane,1,4,1,1
HR20,ROBIN,HR-200 Acrobin,LandPlane,1,4,1,1
HRM9,ELBIT,Hermes 900,LandPlane,1,4,1,1
HRNT,AAK,Hornet,LandPlane,1,4,1,1
HROC,HARMON (2),Rocket,LandPlane,1,4,1,1
HRON,IAI,Heron,LandPlane,1,4,1,1
HRYA,HISTORICAL AIRCRAFT,Ryan Trainer,LandPlane,1,4,1,1
HSMT,ROTORSMART,HeliSmart,Helicopter,1,6,1,1
HT16,HINDUSTAN,HJT-16 Kiran,LandPlane,1,4,1,4
HT2,HINDUSTAN,HT-2,LandPlane,1,4,1,1
HT32,HINDUSTAN,HPT-32 Deepak,LandPlane,1,4,1,1
HT34,HINDUSTAN,HTT-34,LandPlane,1,4,1,3
HT36,HINDUSTAN,HJT-36 Sitara,LandPlane,1,4,1,4
HT40,HINDUSTAN,HTT-40,LandPlane,1,4,1,3
HU1,SHENYANG SAILPLANE,HU-1 Seagull,LandPlane,1,4,1,1
HU2,SHENYANG SAILPLANE,HU-2 Petrel,LandPlane,1,4,1,1
HUCO,BELL,AH-1S HueyCobra,Helicopter,1,6,1,3
HUML,HUMMEL,Hummel Bird,LandPlane,1,4,1,1
HUMM,AEROTEK (2),Hummingbird,LandPlane,1,4,1,1
HUNT,HAWKER,Hunter,LandPlane,1,4,1,4
HURI,HAWKER,Hurricane,LandPlane,1,4,1,1
HURK,TAI,TT-32 Hürku?,LandPlane,1,4,1,3
HUSK,AVIAT,A-1 Husky,LandPlane,1,4,1,1
HW4P,GROEN,Hawk 4,Gyrocopter,1,9,1,1
HW4T,GROEN,Jet Hawk 4T,Gyrocopter,1,9,1,3
HX2,HELOWERKS,HX-2 Wasp,Helicopter,1,6,1,3
HYPR,P&M AVIATION,HypR,LandPlane,1,4,1,1
I103,ILYUSHIN,Il-103,LandPlane,1,4,1,1
I114,ILYUSHIN,Il-114,LandPlane,1,5,2,3
I115,AISA,I-115,LandPlane,1,4,1,1
I11B,AISA,I-11B Peque,LandPlane,1,4,1,1
I153,POLIKARPOV,I-153,LandPlane,1,4,1,1
I15B,POLIKARPOV,I-15bis,LandPlane,1,4,1,1
I16,POLIKARPOV,I-16,LandPlane,1,4,1,1
I22,PZL-MIELEC,I-22 Iryda,LandPlane,1,4,1,4
I23,PZL-SWIDNIK,I-23 Manager,LandPlane,1,4,1,1
I3,INTERAVIA,I-3,LandPlane,1,4,1,1
I66,IANNOTTA,I-66 San Francisco,LandPlane,1,4,1,1
IA46,DINFIA,IA-46 Ranquel,LandPlane,1,4,1,1
IA50,DINFIA,IA-50 Guarani 2,LandPlane,1,5,2,3
IA51,DINFIA,IA-51 Tehuelche,LandPlane,1,4,1,1
IA58,FMA,IA-58 Pucará,LandPlane,1,5,2,3
IA63,FMA,IA-63 Pampa,LandPlane,1,4,1,4
IFUR,ISAACS,Fury,LandPlane,1,4,1,1
IL14,ILYUSHIN,Il-14,LandPlane,1,5,2,1
IL18,ILYUSHIN,Il-18 Bizon,LandPlane,1,5,4,3
IL28,ILYUSHIN,Il-28,LandPlane,1,5,2,4
IL38,ILYUSHIN,Il-38,LandPlane,1,5,4,3
IL62,ILYUSHIN,Il-62,LandPlane,1,5,4,4
IL76,ILYUSHIN,Il-76,LandPlane,1,5,4,4
IL86,ILYUSHIN,Il-86,LandPlane,1,5,4,4
IL96,ILYUSHIN,Il-96,LandPlane,1,5,4,4
IMPU,IMPULSE,Impulse,LandPlane,1,4,1,1
INCQ,INPAER,Conquest,LandPlane,1,4,1,1
INEC,INPAER,Excel,LandPlane,1,4,1,1
INEX,INPAER,Explorer,LandPlane,1,4,1,1
ION,ION,Ion,LandPlane,1,4,1,1
IP06,IPE,IPE-06 Curucaca,LandPlane,1,4,1,1
IP10,IPE,IPE-010,LandPlane,1,4,1,1
IP26,IPAI,IPAI-26 Tuca,LandPlane,1,4,1,1
IP6A,IPE,IPE-06A,LandPlane,1,4,1,1
IPAN,EMBRAER,EMB-202 Ipanema,LandPlane,1,4,1,1
IR21,ICA,IAR-821,LandPlane,1,4,1,1
IR22,ICA,IAR-822,LandPlane,1,4,1,1
IR23,ICA,IAR-823,LandPlane,1,4,1,1
IR24,ICA,IAR-824,LandPlane,1,4,1,1
IR25,ICA,IAR-825TP Triumf,LandPlane,1,4,1,3
IR27,ICA,IAR-827 Dacic,LandPlane,1,4,1,1
IR28,ICA,IAR-28MA,LandPlane,1,4,1,1
IR31,ICA,IAR-831 Pelican,LandPlane,1,4,1,1
IR46,IAR,IAR-46 Katty,LandPlane,1,4,1,1
IR99,AVIOANE,IAR-99 Soim,LandPlane,1,4,1,4
IS2,INSTYTUT LOTNICTWA,IS-2,Helicopter,1,6,1,1
IS28,IAR,IS-28M2,LandPlane,1,4,1,1
ISAT,AEROJAMES,01 Isatis,LandPlane,1,4,1,1
ISPT,ISAACS,Spitfire,LandPlane,1,4,1,1
J1,AUSTER,J-1 Aiglet,LandPlane,1,4,1,1
J10,CHENGDU,J-10,LandPlane,1,4,1,4
J177,AERODYNOS,JA-177 Evolution,LandPlane,1,4,1,1
J2,PIPER,J-2 Cub,LandPlane,1,4,1,1
J20,CHENGDU,J-20,LandPlane,1,5,2,4
J3,PIPER,J-3 Cub,LandPlane,1,4,1,1
J300,SAUPER,J-300 Joker,LandPlane,1,4,1,1
J328,FAIRCHILD DORNIER,328JET,LandPlane,1,5,2,4
J4,PIPER,J-4 Cub Coupe,LandPlane,1,4,1,1
J400,JIHLAVAN JA-400 Skyleader 400,,LandPlane,1,4,1,1
J40E,ZALL JIHLAVAN,JA-400 Skyleader 400 Electric,LandPlane,1,4,1,10
J5,PIPER,J-5 Cub Cruiser,LandPlane,1,4,1,1
J600,JIHLAVAN,JA-600 Skyleader 600,LandPlane,1,4,1,1
J8A,SHENYANG,J-8A,LandPlane,1,5,2,4
J8B,SHENYANG,J-8B,LandPlane,1,5,2,4
JAB2,JABIRU,Jabiru J160,LandPlane,1,4,1,1
JAB4,JABIRU,Jabiru J400,LandPlane,1,4,1,1
JABI,JABIRU,Jabiru J120,LandPlane,1,4,1,1
JACE,ACRO SPORT,Junior Ace,LandPlane,1,4,1,1
JAG2,JAG HELICOPTER,JAG,Helicopter,1,6,1,3
JAGR,SEPECAT,Jaguar,LandPlane,1,5,2,4
JAJ5,JANOWSKI,J-5 Marco,LandPlane,1,4,1,1
JAJ6,J & AS,J-6 Fregata,LandPlane,1,4,1,1
JANU,SCHEMPP-HIRTH,Janus BM,LandPlane,1,4,1,1
JARO,JACKAROO,Thruxton Jackaroo,LandPlane,1,4,1,1
JAST,SOKO,J-21 Jastreb,LandPlane,1,4,1,4
JB1,INDEPENDENT,X-JB-1 SeaDragon,Amphibian,3,4,1,1
JB15,OBERLERCHNER,JOB-15,LandPlane,1,4,1,1
JC01,COUPE,JC-01,LandPlane,1,4,1,1
JC02,COUPE,JC-02,LandPlane,1,4,1,1
JCOM,AERO COMMANDER,1121 Jet Commander,LandPlane,1,5,2,4
JCRU,AASI,Jetcruzer,LandPlane,1,4,1,3
JD2,DYKE,JD-2 Delta,LandPlane,1,4,1,1
JDOE,AMERICAN HOMEBUILTS,John Doe,LandPlane,1,4,1,1
JE2,EICH,JE-2 Gyroplane,Gyrocopter,1,9,1,1
JFOX,EUROALA,Jet Fox,LandPlane,1,4,1,1
JH7,XIAN,JH-7,LandPlane,1,5,2,4
JK05,EKOLOT,JK-05 Beetle,LandPlane,1,4,1,1
JL9,GUIZHOU,JL-9 Shanying,LandPlane,1,4,1,4
JN76,CAUDRON,JN-760 Cyclone Replica,LandPlane,1,4,1,1
JPM1,MARIE,JPM-01 Medoc,LandPlane,1,4,1,1
JPRO,BAC,145 Jet Provost,LandPlane,1,4,1,4
JRC1,CHALARD,JRC-01 Julcar,LandPlane,1,4,1,1
JRO,DTA,J-RO,Gyrocopter,1,9,1,1
JS1,JETSTREAM,Jetstream 1,LandPlane,1,5,2,3
JS20,JETSTREAM,Jetstream 200,LandPlane,1,5,2,3
JS3,CENTURY,Jetstream 3,LandPlane,1,5,2,3
JS31,BRITISH AEROSPACE,Jetstream 31,LandPlane,1,5,2,3
JS32,BRITISH AEROSPACE,Jetstream Super 31,LandPlane,1,5,2,3
JS3E,JONKER,JS-3 Rapture (jet),LandPlane,1,4,1,4
JS3J,JONKER,JS-3 Rapture (electric),LandPlane,1,4,1,10
JS41,BRITISH AEROSPACE,Jetstream 41,LandPlane,1,5,2,3
JSQA,PROMAVIA,F-1300 Jet Squalus,LandPlane,1,4,1,4
JSX,SONEX,JSX SubSonex,LandPlane,1,4,1,4
JT2,TAYLOR (4),JT-2 Titch,LandPlane,1,4,1,1
JU52,JUNKERS,Ju-52/3m,LandPlane,1,5,3,1
JUNR,BOLKOW,BO-208 Junior,LandPlane,1,4,1,1
JUPI,LAMMER GEYER,Jupiter,LandPlane,1,4,1,1
K100,DAHER,Kodiak 100,LandPlane,1,4,1,3
K126,KAMOV,Ka-126,Helicopter,1,6,1,3
K209,FAMA,K-209 KISS,Helicopter,1,6,1,3
K226,KAMOV,Ka-226 Sergei,Helicopter,1,6,2,3
K250,KESTREL (1),K-250,LandPlane,1,4,1,1
K35E,BOEING,KC-135E Stratotanker,LandPlane,1,5,4,4
K35R,BOEING,KC-135R Stratotanker,LandPlane,1,5,4,4
K50,KOREA AEROSPACE,A-50 Golden Eagle,LandPlane,1,4,1,4
K51,KOVACS,K-51 Peregrino,LandPlane,1,4,1,1
K8,HONGDU,K-8 Karakorum,LandPlane,1,4,1,4
KA25,KAMOV,Ka-25,Helicopter,1,6,2,3
KA26,KAMOV,Ka-26,Helicopter,1,6,2,1
KA27,KAMOV,Ka-27,Helicopter,1,6,2,3
KA50,KAMOV,Ka-50 Werewolf,Helicopter,1,6,2,3
KA52,KAMOV,Ka-52 Alligator,Helicopter,1,6,2,3
KA62,KAMOV,Ka-60 Kasatka,Helicopter,1,6,2,3
KAFI,KARI,Firefly,LandPlane,1,4,1,1
KAK1,KIEGER,AK-1,LandPlane,1,4,1,1
KAK3,KIEGER,AK-3,LandPlane,1,4,1,1
KAT3,KHRUNICHEV,AT-3,LandPlane,1,4,1,3
KATB,KARI,Twinbee,LandPlane,1,5,2,1
KATR,AEROSAMARA,Katran,LandPlane,1,4,1,1
KC2,KAWASAKI,C-2,LandPlane,1,5,2,4
KE3,BOEING,KE-3,LandPlane,1,5,4,4
KELA,KELEHER,Lark,LandPlane,1,4,1,1
KELD,KELLY,D,LandPlane,1,4,1,1
KERO,REARWIN,2000 Ken-Royce,LandPlane,1,4,1,1
KEST,FARNBOROUGH,F-1 Kestrel,LandPlane,1,4,1,3
KFAB,KITPLANES FOR AFRICA,Bushbaby,LandPlane,1,4,1,1
KFAS,KITPLANES FOR AFRICA,Safari,LandPlane,1,4,1,1
KFIR,IAI,Kfir,LandPlane,1,4,1,4
KFIS,ANDERSON,EA-1 Kingfisher,Amphibian,3,4,1,1
KH4,KAWASAKI,KH-4,Helicopter,1,6,1,1
KIS2,TRI-R,KIS TR-1,LandPlane,1,4,1,1
KIS4,TRI-R,KIS TR-4 Cruiser,LandPlane,1,4,1,1
KITH,BOURDON,Kitty Hawk,LandPlane,1,4,1,1
KITI,MITCHELL-PROCTER,Kittiwake,LandPlane,1,4,1,1
KIWI,VALENTIN,Kiwi,LandPlane,1,4,1,1
KK60,KARI-KEEN,60 Coupe,LandPlane,1,4,1,1
KL07,KLEMM,Kl-107,LandPlane,1,4,1,1
KL10,FLIGHT DESIGN-VESSEL,KLA-100,LandPlane,1,4,1,1
KL25,KLEMM,L-25,LandPlane,1,4,1,1
KL35,KLEMM,Kl-35,LandPlane,1,4,1,1
KLBR,KOLB,King Colbra,LandPlane,1,4,1,1
KM2,FUJI,KM-2,LandPlane,1,4,1,1
KMAX,KAMAN,K-1200 K-Max,Helicopter,1,6,1,3
KNTW,PAYNE,Knight Twister,LandPlane,1,4,1,1
KOLL,KOLB,Laser,LandPlane,1,4,1,1
KP2,JIHLAVAN,KP-2 Rapid 200,LandPlane,1,4,1,1
KP5,JIHLAVAN,KP-5 Rapid 500,LandPlane,1,4,1,1
KR1,RAND,KR-1,LandPlane,1,4,1,1
KR2,RAND,KR-2,LandPlane,1,4,1,1
KR21,FAIRCHILD (1),KR-21,LandPlane,1,4,1,1
KR30,EKOLOT,KR-030 Topaz,LandPlane,1,4,1,1
KR31,KREIDER-REISNER,C-2 Challenger,LandPlane,1,4,1,1
KR34,KREIDER-REISNER,C-4 Challenger,LandPlane,1,4,1,1
KRAG,SOKO,P-2 Kraguj,LandPlane,1,4,1,1
KRAH,ROCK,Krähe,LandPlane,1,4,1,1
KRIC,FLSZ,DK-1 Der Kricket,LandPlane,1,4,1,1
KSTK,PHOENIX-AVIACOR,M-12 Kasatik,LandPlane,1,5,2,1
KT1,DAEWOO,KT-1 Woong-Bee,LandPlane,1,4,1,3
KTOO,ANGLIN,J-6 Karatoo,LandPlane,1,4,1,1
KZ2,SAI (1),KZ-2 Kupe,LandPlane,1,4,1,1
KZ3,SAI (1),KZ-3,LandPlane,1,4,1,1
KZ4,SAI (1),KZ-4,LandPlane,1,5,2,1
KZ7,SAI (1),KZ-7 Laerke,LandPlane,1,4,1,1
KZ8,SAI (1),KZ-8,LandPlane,1,4,1,1
L10,LOCKHEED,L-10 Electra,LandPlane,1,5,2,1
L101,LOCKHEED,L-1011 TriStar,LandPlane,1,5,3,4
L11,LUSCOMBE,11A Sedan,LandPlane,1,4,1,1
L11E,LUSCOMBE,11E Spartan 185,LandPlane,1,4,1,1
L12,LOCKHEED,L-12 Electra Junior,LandPlane,1,5,2,1
L13,LONGREN,L-13 Centaur,LandPlane,1,4,1,1
L13M,LET,L-13 Blanik (single-engine conversions),LandPlane,1,4,1,1
L13S,AEROTECHNIK,L-13S Vivat,LandPlane,1,4,1,1
L14,LOCKHEED,L-14 Hudson,LandPlane,1,5,2,1
L15,HONGDU,L-15 Lieying,LandPlane,1,5,2,4
L159,AERO (2),L-159  Albatros 2,LandPlane,1,4,1,4
L18,LOCKHEED,L-18 Lodestar,LandPlane,1,5,2,1
L181,ASSOCIATED AIR,Liberty 181,LandPlane,1,4,1,1
L188,LOCKHEED,L-188 Electra,LandPlane,1,5,4,3
L200,LET,L-200 Morava,LandPlane,1,5,2,1
L29,AERO (2),L-29 Delfin,LandPlane,1,4,1,4
L29A,LOCKHEED,L-1329 Jetstar 6,LandPlane,1,5,4,4
L29B,LOCKHEED,L-1329 Jetstar 2,LandPlane,1,5,4,4
L37,LOCKHEED,Ventura,LandPlane,1,5,2,1
L380,LEDERLIN,380 Ladybug,LandPlane,1,4,1,1
L39,AERO (2),L-39 Albatros,LandPlane,1,4,1,4
L4,CHAIKA,L-4,Amphibian,3,5,2,1
L40,ORLICAN,L-40 Meta Sokol,LandPlane,1,4,1,1
L410,LET,L-410 Turbolet,LandPlane,1,5,2,3
L5,STINSON,L-5 Sentinel,LandPlane,1,4,1,1
L59,AERO (2),L-59,LandPlane,1,4,1,4
L6,AEROVOLGA,L-6,Amphibian,3,5,2,1
L60,AERO (2),L-60 Brigadyr,LandPlane,1,4,1,1
L610,LET,L-610,LandPlane,1,5,2,3
L70,VALMET,L-70 Vinka,LandPlane,1,4,1,1
L8,LUSCOMBE,8,LandPlane,1,4,1,1
L90,AERMACCHI,M-290TP Redigo,LandPlane,1,4,1,3
LA25,LAKE,LA-250 Renegade,Amphibian,3,4,1,1
LA4,LAKE,LA-4 Buccaneer,Amphibian,3,4,1,1
LA60,AERMACCHI,AL-60,LandPlane,1,4,1,1
LA6T,AERMACCHI,AL-60 Turbine Grizzly,LandPlane,1,4,1,3
LA8,AEROVOLGA,LA-8 Flagman,Amphibian,3,5,2,1
LACO,LAVEN,LACO-125,LandPlane,1,4,1,1
LAE1,LANGE,E-1 Antares 20E,LandPlane,1,4,1,10
LAKR,LASER,Akro Z,LandPlane,1,4,1,1
LAKX,AEROPLASTIKA,LAK-X,LandPlane,1,4,1,1
LAMA,AEROSPATIALE,SA-315 Lama,Helicopter,1,6,1,3
LANC,AVRO,Lancaster,LandPlane,1,5,4,1
LAR1,FLARIS,LAR-1,LandPlane,1,4,1,4
LARK,NORTH AMERICAN ROCKWELL,100 Lark Commander,LandPlane,1,4,1,1
LAST,UTVA,N-63 Lasta,LandPlane,1,4,1,1
LBUG,REFLEX,Lightning Bug,LandPlane,1,4,1,1
LCA,ADA,LCA Tejas,LandPlane,1,4,1,4
LCB,LAIRD,LC-B Commercial,LandPlane,1,4,1,1
LCH,HINDUSTAN,LCH,Helicopter,1,6,2,3
LCR,LAIRD,LC-R Speedwing,LandPlane,1,4,1,1
LEG2,LANCAIR,Legacy,LandPlane,1,4,1,1
LEGD,PERFORMANCE,Legend,LandPlane,1,4,1,1
LEOP,CHICHESTER-MILES,Leopard,LandPlane,1,5,2,4
LESP,LANCAIR,Lancair ES-P,LandPlane,1,4,1,1
LEVI,TAPANEE,Levitation 4,LandPlane,1,4,1,1
LGEZ,RUTAN,61 Long-EZ,LandPlane,1,4,1,1
LGND,AEROPILOT,Legend,LandPlane,1,4,1,1
LH10,LH AVIATION,LH-10 Ellipse,LandPlane,1,4,1,1
LIBE,LIBERTY (1),Bellaire,LandPlane,1,4,1,1
LION,GRIFFON,Lionheart,LandPlane,1,4,1,1
LJ23,LEAR JET,23,LandPlane,1,5,2,4
LJ24,LEAR JET,24,LandPlane,1,5,2,4
LJ25,LEAR JET,25,LandPlane,1,5,2,4
LJ28,GATES LEARJET,28,LandPlane,1,5,2,4
LJ31,LEARJET,31,LandPlane,1,5,2,4
LJ35,LEARJET,35,LandPlane,1,5,2,4
LJ40,LEARJET,40,LandPlane,1,5,2,4
LJ45,LEARJET,45,LandPlane,1,5,2,4
LJ55,LEARJET,55,LandPlane,1,5,2,4
LJ60,LEARJET,60,LandPlane,1,5,2,4
LJ70,LEARJET,70,LandPlane,1,5,2,4
LJ75,LEARJET,75,LandPlane,1,5,2,4
LJ85,LEARJET,85,LandPlane,1,5,2,4
LK17,LAK,LAK-17AT,LandPlane,1,4,1,1
LK19,LAK,LAK-19T,LandPlane,1,4,1,1
LK20,LAK,LAK-20M,LandPlane,1,4,1,1
LM5,LOMBARDI,LM-5 Aviastar,LandPlane,1,4,1,1
LM5X,LIGHT MINIATURE,LM-5 Super Cub,LandPlane,1,4,1,1
LM7,LOMBARDI,LM-7,LandPlane,1,4,1,1
LMK1,CATA,LMK-1 Oryx,LandPlane,1,4,1,1
LN27,FALCOMPOSITE,LN-27 Furio,LandPlane,1,4,1,1
LN3,FLYGFABRIKEN,LN-3 Seagull,Amphibian,3,4,1,1
LNC2,LANCAIR,Lancair 200,LandPlane,1,4,1,1
LNC4,LANCAIR,Lancair 4,LandPlane,1,4,1,1
LNCE,LANCAIR,Lancair ES,LandPlane,1,4,1,1
LNP4,LANCAIR,Lancair PropJet 4,LandPlane,1,4,1,3
LNT4,LANCAIR,Sentry 4T,LandPlane,1,4,1,3
LOCA,AEROLAB,LoCamp,LandPlane,1,4,1,1
LOVE,LOVING-WAYNE,WR-1 Love,LandPlane,1,4,1,1
LP1,LOPRESTI,LP-1 Fury,LandPlane,1,4,1,1
LR2T,LOAD RANGER,2000,Helicopter,1,6,1,3
LS10,DG FLUGZEUGBAU,LS-10ST,LandPlane,1,4,1,1
LS2,HAT,LS-2,LandPlane,1,4,1,1
LS8,ROLLADEN-SCHNEIDER,LS-8T,LandPlane,1,4,1,1
LS9,ROLLADEN-SCHNEIDER,LS-9,LandPlane,1,4,1,1
LSTR,CUSTOM FLIGHT,Lite Star,LandPlane,1,4,1,1
LTNG,ENGLISH ELECTRIC,Lightning,LandPlane,1,5,2,4
LUL5,LUCAS,L-5,LandPlane,1,4,1,1
LUL6,LUCAS,L-6,LandPlane,1,4,1,1
LUL7,LUCAS,L-7,LandPlane,1,4,1,1
LUL8,LUCAS,L-8,LandPlane,1,4,1,1
LV51,LAVIASA,LAV-51 Master,LandPlane,1,4,1,1
LW20,HOWARD HUGHES,Australian LightWing Speed SP-2000,LandPlane,1,4,1,1
LW40,HOWARD HUGHES,Australian LightWing Speed SP-4000,LandPlane,1,4,1,1
LWIN,HOWARD HUGHES,Australian LightWing   GR-912,LandPlane,1,4,1,1
LX32,LILIENTHAL,X-32 Bekas,LandPlane,1,4,1,1
LX34,LILIENTHAL,X-34 Bekas,LandPlane,1,4,1,1
LXR,ELIXIR,Elixir,LandPlane,1,4,1,1
LYNX,LEONARDO,AW-159 Wildcat,Helicopter,1,6,2,3
LYSA,WESTLAND,Lysander,LandPlane,1,4,1,1
M10,MOONEY,M-10 Cadet,LandPlane,1,4,1,1
M101,MYASISHCHEV,M-101 Expedition,LandPlane,1,4,1,3
M106,LAMBERT,M-106 Mission,LandPlane,1,4,1,1
M108,LAMBERT,M-108 Mission,LandPlane,1,4,1,1
M10F,MOONEY,M-10T,LandPlane,1,4,1,1
M10R,MOONEY,M-10J,LandPlane,1,4,1,1
M110,MONOCOUPE,110 Special,LandPlane,1,4,1,1
M15,PZL-MIELEC,M-15 Belphegor,LandPlane,1,4,1,4
M17,MYASISHCHEV,M-17 Stratosfera,LandPlane,1,4,1,4
M18,PZL-MIELEC,M-18 Dromader,LandPlane,1,4,1,1
M18T,PZL-MIELEC,M-18 Turbine Dromader,LandPlane,1,4,1,3
M2,KUBICEK,M-2 Scout,LandPlane,1,4,1,1
M200,MEYERS,200,LandPlane,1,4,1,1
M20P,MOONEY,M-20,LandPlane,1,4,1,1
M20T,MOONEY,M-20M Bravo,LandPlane,1,4,1,1
M21,PZL-MIELEC,M-21 Dromader Mini,LandPlane,1,4,1,1
M212,LAMBERT,M-212 Mission,LandPlane,1,4,1,1
M22,MOONEY,M-22 Mustang,LandPlane,1,4,1,1
M24,PZL-MIELEC,M-24 Dromader Super,LandPlane,1,4,1,1
M26,PZL-MIELEC,M-26 Iskierka,LandPlane,1,4,1,1
M28,PZL-MIELEC,M-28 Skytruck,LandPlane,1,5,2,3
M2HK,MILES,M-2 Hawk Major,LandPlane,1,4,1,1
M308,MACCHI,MB-308,LandPlane,1,4,1,1
M326,AERMACCHI,MB-326,LandPlane,1,4,1,4
M339,AERMACCHI,MB-339,LandPlane,1,4,1,4
M345,SIAI-MARCHETTI,M-345,LandPlane,1,4,1,4
M346,AERMACCHI,M-346 Master,LandPlane,1,4,1,4
M360,AIRCRAFT TECHNOLOGIES,Meyer-360,LandPlane,1,4,1,1
M36J,MATRA,M-360 Jupiter,LandPlane,1,5,2,1
M4,MAULE,M-4 Astro Rocket,LandPlane,1,4,1,1
M404,MARTIN,404,LandPlane,1,5,2,1
M5,MAULE,M-5 Lunar Rocket,LandPlane,1,4,1,1
M55,MYASISHCHEV,M-55 Geophysica,LandPlane,1,5,2,4
M6,MAULE,M-6 Super Rocket,LandPlane,1,4,1,1
M600,PIPER,PA-46-600TP M600,LandPlane,1,4,1,3
M7,MAULE,MX-7-180 Star Rocket,LandPlane,1,4,1,1
M74,TEXAS HELICOPTER,M-74 Wasp,Helicopter,1,6,1,1
M7T,MAULE,MX-7-420 Star Craft,LandPlane,1,4,1,3
M8,MAULE,M-8,LandPlane,1,4,1,1
M9,MAULE,M-9,LandPlane,1,4,1,1
MA1,EMAIR,MA-1 Paymaster,LandPlane,1,4,1,1
MA5,MARQUART,MA-5 Charger,LandPlane,1,4,1,1
MA60,XIAN,MA-60,LandPlane,1,5,2,3
MA6H,XIAN,MA-60H,LandPlane,1,5,2,3
MAGC,EAGLE AVIATION,EA-100,LandPlane,1,4,1,1
MAGI,MILES,M-14 Magister,LandPlane,1,4,1,1
MAGN,AVID,Magnum,LandPlane,1,4,1,1
MAJR,LUTON,LA-5 Major,LandPlane,1,4,1,1
MAKO,LANCAIR,Mako,LandPlane,1,4,1,1
MAMB,MELBOURNE,MA-2 Mamba,LandPlane,1,4,1,1
MAME,BLUE YONDER,Merlin,LandPlane,1,4,1,1
MARS,MARTIN,170 Mars,SeaPlane,2,5,4,1
MAVR,AEA,Maverick,LandPlane,1,4,1,1
MC01,MONTAER,MC-01,LandPlane,1,4,1,1
MC10,COLOMBAN,MC-10 Cricri,LandPlane,1,5,2,1
MC23,IRKUT,MC-21-300,LandPlane,1,5,2,4
MC45,MEYERS,MAC-145,LandPlane,1,4,1,1
MC90,MONOCOUPE,90,LandPlane,1,4,1,1
MCOU,CHRIS TENA,Mini Coupe,LandPlane,1,4,1,1
MCOY,MONTANA,Coyote,LandPlane,1,4,1,1
MCR1,DYN'AERO,MCR-01,LandPlane,1,4,1,1
MCR4,DYN'AERO,MCR-4,LandPlane,1,4,1,1
MCRR,DYN'AERO,MCR-R180,LandPlane,1,4,1,1
MCUL,KIMBALL,McCullocoupe,LandPlane,1,4,1,1
MD11,MCDONNELL DOUGLAS,MD-11,LandPlane,1,5,3,4
MD3,DATWYLER,MD-3 Swiss Trainer,LandPlane,1,4,1,1
MD3R,FLYITALIA,MD-3 Rider,LandPlane,1,4,1,1
MD52,MCDONNELL DOUGLAS,MD-520N,Helicopter,1,6,1,3
MD60,MCDONNELL DOUGLAS,MD-600N,Helicopter,1,6,1,3
MD81,MCDONNELL DOUGLAS,MD-81,LandPlane,1,5,2,4
MD82,MCDONNELL DOUGLAS,MD-82,LandPlane,1,5,2,4
MD83,MCDONNELL DOUGLAS,MD-83,LandPlane,1,5,2,4
MD87,MCDONNELL DOUGLAS,MD-87,LandPlane,1,5,2,4
MD88,MCDONNELL DOUGLAS,MD-88,LandPlane,1,5,2,4
MD90,MCDONNELL DOUGLAS,MD-90,LandPlane,1,5,2,4
ME08,MESSERSCHMITT,Bf-108 Taifun,LandPlane,1,4,1,1
ME09,MESSERSCHMITT,Bf-109,LandPlane,1,4,1,1
ME62,MESSERSCHMITT,Me-262 Replica,LandPlane,1,5,2,4
MEAD,MEAD,Adventure,LandPlane,1,4,1,1
MEL2,GARRISON,Melmoth 2,LandPlane,1,4,1,1
MERK,AVIATON,Merkury,LandPlane,1,5,2,1
MESS,MILES,M-38 Messenger,LandPlane,1,4,1,1
METR,GLOSTER,Meteor,LandPlane,1,5,2,4
MEXP,MERLIN,Explorer,LandPlane,1,4,1,1
MF10,MALMO,MFI-10 Vipan,LandPlane,1,4,1,1
MF17,SAAB,MFI-17 Supporter,LandPlane,1,4,1,1
MG15,MIKOYAN,MiG-15,LandPlane,1,4,1,4
MG17,MIKOYAN,MiG-17,LandPlane,1,4,1,4
MG19,MIKOYAN,MiG-19,LandPlane,1,5,2,4
MG21,MIKOYAN,MiG-21,LandPlane,1,4,1,4
MG23,MIKOYAN,MiG-23,LandPlane,1,4,1,4
MG29,MIKOYAN,MiG-29,LandPlane,1,5,2,4
MG31,MIKOYAN,MiG-31,LandPlane,1,5,2,4
MG44,MIKOYAN,MiG 1-44,LandPlane,1,5,2,4
MGAT,MIKOYAN,MiG-AT,LandPlane,1,4,1,4
MGIC,KAISER,Magic,LandPlane,1,4,1,1
MGNM,AVIATION ENTERPRISES,Magnum,LandPlane,1,4,1,1
MH20,MITSUBISHI,MH-2000,Helicopter,1,6,2,3
MH46,AEROSETTE,MH-46 Eclipse,LandPlane,1,4,1,1
MI10,MIL,Mi-10,Helicopter,1,6,2,3
MI14,MIL,Mi-14,Helicopter,1,6,2,3
MI2,MIL,Mi-2,Helicopter,1,6,2,3
MI24,MIL,Mi-24,Helicopter,1,6,2,3
MI26,MIL,Mi-26,Helicopter,1,6,2,3
MI28,MIL,Mi-28,Helicopter,1,6,2,3
MI34,MIL,Mi-34,Helicopter,1,6,1,1
